text,label,type,text_clean,label_id
"Tk người nhận báo chưa có tiền, alo ad ơi giải quyết giùm",TRANSACTION,seed,"Tk người nhận báo chưa có tiền, alo ad ơi giải quyết giùm",2
"Tks bị hack, ko ăn, làm sao lấy lại?",FRAUD_REPORT,seed,"Tks bị hack, ko ăn, làm sao lấy lại?",4
Tat toan so tiet kiem online co phi ko?,LOAN_SAVING,aug_2,Tat toan so tiet kiem online co phi ko?,3
"Bị khóa thẻ vì nhập sai, bực quá",CARD_ISSUE,seed,"Bị khóa thẻ vì nhập sai, bực quá",0
"K dc chuyen tien, loi tk phai lam sao",TRANSACTION,aug_1,"K dc chuyen tien, loi tk phai lam sao",2
"Alo, vừa bị lừa đảo qua link lạ, sợ bị mất tiền",FRAUD_REPORT,seed,"Alo, vừa bị lừa đảo qua link lạ, sợ bị mất tiền",4
"The tin dung ko đen han muc, buc qua",LOAN_SAVING,aug_2,"The tin dung ko đen han muc, buc qua",3
"Đi rut tien the bi ngom, buc qua",OTHERS,aug_2,"Đi rut tien the bi ngom, buc qua",5
Nâng hạn mức thẻ tín dụng vs nhanh lên,LOAN_SAVING,seed,Nâng hạn mức thẻ tín dụng vs nhanh lên,3
"Gap lam, vua bi goi gia cong an",FRAUD_REPORT,aug_2,"Gap lam, vua bi goi gia cong an",4
"Mã pin quên rồi, dc reset lại ko?",CARD_ISSUE,seed,"Mã pin quên rồi, dc reset lại ko?",0
"Bực quá, card ko dc rút lúa",CARD_ISSUE,aug_2,"Bực quá, card ko dc rút lúa",0
"Mo khoa tk lai, ma OTP ko ve, alo ad oi",APP_LOGIN,aug_2,"Mo khoa tk lai, ma OTP ko ve, alo ad oi",1
"Nạp tiền, tk chưa nhận dc bực quá",TRANSACTION,aug_1,"Nạp tiền, tk chưa nhận dc bực quá",2
"Hư thẻ rồi, làm lại thế nào",CARD_ISSUE,seed,"Hư thẻ rồi, làm lại thế nào",0
"Chuyển money bị treo rồi, huhu",TRANSACTION,aug_2,"Chuyển money bị treo rồi, huhu",2
"Thẻ bị hết hạn, sao không thông báo",OTHERS,seed,"Thẻ bị hết hạn, sao không thông báo",5
Cần giúp đỡ về đăng nhập app ngân hàng,APP_LOGIN,seed,Cần giúp đỡ về đăng nhập app ngân hàng,1
"Lương chưa vào, ko dc vay tín chấp, huhu, làm j",LOAN_SAVING,seed,"Lương chưa vào, ko dc vay tín chấp, huhu, làm j",3
"Loi he thong, ko đang ky dc, giup vs",LOAN_SAVING,aug_2,"Loi he thong, ko đang ky dc, giup vs",3
"Tk nhận bị ngỏm, chuyển tiền ko vào",TRANSACTION,seed,"Tk nhận bị ngỏm, chuyển tiền ko vào",2
"T vừa đi rút tiền, thẻ bị kẹt luôn, bực quá",CARD_ISSUE,seed,"T vừa đi rút tiền, thẻ bị kẹt luôn, bực quá",0
"card mới gửi đến nhưng bị lỗi, đổi lại ạ",CARD_ISSUE,aug_1,"card mới gửi đến nhưng bị lỗi, đổi lại ạ",0
"card atm bị kẹt rồi, hư quá",OTHERS,aug_2,"card atm bị kẹt rồi, hư quá",5
"Thẻ của mình bị lỗi chip, đổi mới dc k",OTHERS,aug_1,"Thẻ của mình bị lỗi chip, đổi mới dc k",5
"Gui tien cho anh trai, ngom chua nhan đuoc",TRANSACTION,aug_1,"Gui tien cho anh trai, ngom chua nhan đuoc",2
"Làm thẻ mới, card cũ bị hỏng chip",OTHERS,aug_1,"Làm thẻ mới, card cũ bị hỏng chip",5
"Nộp tiền vào tk, k dc gì cả, alo ad ơi",TRANSACTION,seed,"Nộp tiền vào tk, k dc gì cả, alo ad ơi",2
Gọi điện nói tao có khoản lúa bị ko ăn,FRAUD_REPORT,aug_1,Gọi điện nói tao có khoản lúa bị ko ăn,4
"Alo, card bị khóa do nhập sai mk, mở khóa dc ko?",OTHERS,aug_1,"Alo, card bị khóa do nhập sai mk, mở khóa dc ko?",5
"Thẻ atm bị lỗi, t cần thay tk mới gấp lắm",CARD_ISSUE,seed,"Thẻ atm bị lỗi, t cần thay tk mới gấp lắm",0
"Tìm atm gần đấy dc không, atm nhà tớ đang bị lỏ",OTHERS,aug_1,"Tìm atm gần đấy dc không, atm nhà tớ đang bị lỏ",5
"Lỗi tk, hông chuyển dc, bực quá",OTHERS,aug_1,"Lỗi tk, hông chuyển dc, bực quá",5
"Bị giả mạo, có người gọi điện giả danh công an, nói tôi phải chuyển tiền ngay",FRAUD_REPORT,seed,"Bị giả mạo, có người gọi điện giả danh công an, nói tôi phải chuyển tiền ngay",4
"Thẻ atm lỗi, ko rút tiền dc, bực quá",CARD_ISSUE,seed,"Thẻ atm lỗi, ko rút tiền dc, bực quá",0
"Gap lam, can giup lay lai tien bi mat",FRAUD_REPORT,aug_2,"Gap lam, can giup lay lai tien bi mat",4
"Gap lam, the bi khoa, nhap sai mk",CARD_ISSUE,aug_1,"Gap lam, the bi khoa, nhap sai mk",0
Mật khẩu登 nhập bị quên mất rồi add ơi,APP_LOGIN,seed,Mật khẩu登 nhập bị quên mất rồi add ơi,1
"Thẻ atm ko ăn, làm sao lấy tiền bây giờ?",TRANSACTION,seed,"Thẻ atm ko ăn, làm sao lấy tiền bây giờ?",2
"card bị hư, đổi mới dc hông cần gấp",FRAUD_REPORT,aug_2,"card bị hư, đổi mới dc hông cần gấp",4
"Sao lại bị trừ tiền, giao dịch ko thành công",TRANSACTION,seed,"Sao lại bị trừ tiền, giao dịch ko thành công",2
"Tk của em ko vào đc, lỗi OTP, cần hỗ trợ",APP_LOGIN,seed,"Tk của em ko vào đc, lỗi OTP, cần hỗ trợ",1
Làm thế nào vay tín chấp qua lương?,LOAN_SAVING,seed,Làm thế nào vay tín chấp qua lương?,3
"Luong 5 trieu, vay dc bao nhieu?",LOAN_SAVING,aug_1,"Luong 5 trieu, vay dc bao nhieu?",3
"FaceID hư rồi, đổi faceid mới dc ko?",APP_LOGIN,seed,"FaceID hư rồi, đổi faceid mới dc ko?",1
"The atm bi k dc quet, buc qua",OTHERS,aug_2,"The atm bi k dc quet, buc qua",5
Napas 24/7 nó lỗi quá bực quá,TRANSACTION,seed,Napas 24 7 nó lỗi quá bực quá,2
"FaceID bị hư, cần sửa lại",APP_LOGIN,seed,"FaceID bị hư, cần sửa lại",1
Tk sao kê lương 3 tháng nhanh nhất để làm hộ chiếu gấp lắm,LOAN_SAVING,seed,Tk sao kê lương 3 tháng nhanh nhất để làm hộ chiếu gấp lắm,3
"Bảo hiểm gọi điện cho tôi mỗi ngày, làm thế nào để nó ko gọi nữa",OTHERS,seed,"Bảo hiểm gọi điện cho tôi mỗi ngày, làm thế nào để nó ko gọi nữa",5
Thẻ atm bị lỗi trên napas 24/7,TRANSACTION,seed,Thẻ atm bị lỗi trên napas 24 7,2
"Alo ad oi, sao ke luong bi loi, giup dc",LOAN_SAVING,aug_1,"Alo ad oi, sao ke luong bi loi, giup dc",3
"card của tui bị hack, k dc sử dụng",FRAUD_REPORT,aug_1,"card của tui bị hack, k dc sử dụng",4
"Tk lỏ alo ad ơi, giúp mình",TRANSACTION,aug_2,"Tk lỏ alo ad ơi, giúp mình",2
"Tk bi khoa, mo lai giup toi",OTHERS,aug_1,"Tk bi khoa, mo lai giup toi",5
"Bất ngờ chuyển tiền bị lỗi, làm j đc",TRANSACTION,seed,"Bất ngờ chuyển tiền bị lỗi, làm j đc",2
"Lỗi thẻ tín dụng, ko dc rút tiền nữa, bực quá",FRAUD_REPORT,seed,"Lỗi thẻ tín dụng, ko dc rút tiền nữa, bực quá",4
"Thẻ mới nhận, sao lại bị khóa, mở lại giúp",TRANSACTION,seed,"Thẻ mới nhận, sao lại bị khóa, mở lại giúp",2
Thẻ bị mất cần khóa ngay huhu,CARD_ISSUE,seed,Thẻ bị mất cần khóa ngay huhu,0
"FaceID bi hu, k vao dc app, can giup",APP_LOGIN,aug_2,"FaceID bi hu, k vao dc app, can giup",1
"Thẻ Visa của tôi bị toang, làm sao lấy lại",OTHERS,seed,"Thẻ Visa của tôi bị toang, làm sao lấy lại",5
"Lỗi thẻ, ko vào dc, cần thay thế mới",CARD_ISSUE,seed,"Lỗi thẻ, ko vào dc, cần thay thế mới",0
"Thẻ bị lỗi, cần đổi mới gấp lắm ạ",OTHERS,seed,"Thẻ bị lỗi, cần đổi mới gấp lắm ạ",5
Thẻ tín dụng của tui bị lỏ cần hỗ trợ để thay thế,FRAUD_REPORT,aug_2,Thẻ tín dụng của tui bị lỏ cần hỗ trợ để thay thế,4
"Đoi cho qua lau, chua thay the cung ve, alo add oi",CARD_ISSUE,aug_2,"Đoi cho qua lau, chua thay the cung ve, alo add oi",0
"Tk bị ngỏm, chuyển tiền cho mẹ chưa vào",TRANSACTION,seed,"Tk bị ngỏm, chuyển tiền cho mẹ chưa vào",2
"Chuyen tien bi treo, vs dc giup mik",TRANSACTION,aug_2,"Chuyen tien bi treo, vs dc giup mik",2
"Đổi thẻ mới, sao kê lương 3 tháng dc không?",LOAN_SAVING,seed,"Đổi thẻ mới, sao kê lương 3 tháng dc không?",3
"Thẻ atm ko dc, cần tìm atm khác để chuyển tiền",OTHERS,seed,"Thẻ atm ko dc, cần tìm atm khác để chuyển tiền",5
"Thẻ atm bị kẹt, cần alo ad ơi",OTHERS,seed,"Thẻ atm bị kẹt, cần alo ad ơi",5
"Thẻ bị hư, cần thay mới gấp",CARD_ISSUE,seed,"Thẻ bị hư, cần thay mới gấp",0
"Tk bị lỗi, nhấn vào link lạ, sợ mất tiền",FRAUD_REPORT,seed,"Tk bị lỗi, nhấn vào link lạ, sợ mất tiền",4
Mở app ngân hàng bị xoay tròn huhu,APP_LOGIN,seed,Mở app ngân hàng bị xoay tròn huhu,1
"Thẻ bị lỗi từ đầu, không sử dụng dc, bực quá",CARD_ISSUE,seed,"Thẻ bị lỗi từ đầu, không sử dụng dc, bực quá",0
"card atm bị hư rồi, alo add ơi giúp với",OTHERS,aug_1,"card atm bị hư rồi, alo add ơi giúp với",5
Tất toán sổ tiết kiệm online dc ko?,LOAN_SAVING,seed,Tất toán sổ tiết kiệm online dc ko?,3
"Gấp lắm, cho hỏi giờ làm việc của chi nhánh ngân hàng",OTHERS,seed,"Gấp lắm, cho hỏi giờ làm việc của chi nhánh ngân hàng",5
"Gấp lắm, cần chuyển money ngay",TRANSACTION,aug_2,"Gấp lắm, cần chuyển money ngay",2
"Hư rồi, mã OTP ko gửi về",APP_LOGIN,seed,"Hư rồi, mã OTP ko gửi về",1
"Thang gia cong an goi đien cho e đe lua đao, hu qua",FRAUD_REPORT,aug_2,"Thang gia cong an goi đien cho e đe lua đao, hu qua",4
"Loi OTP, gui mai ko đen, can ho tro",APP_LOGIN,aug_2,"Loi OTP, gui mai ko đen, can ho tro",1
"Thẻ atm bị hỏng, ko dc sử dụng, huhu",CARD_ISSUE,seed,"Thẻ atm bị hỏng, ko dc sử dụng, huhu",0
"Thẻ atm bị hư, cần thay thế ngay",OTHERS,seed,"Thẻ atm bị hư, cần thay thế ngay",5
Mất thẻ cần hỗ trợ ngay alo,CARD_ISSUE,seed,Mất thẻ cần hỗ trợ ngay alo,0
"Tk lương ko ổn định, vay tín chấp dc ko?",LOAN_SAVING,seed,"Tk lương ko ổn định, vay tín chấp dc ko?",3
"The cua tao bi loi, can ho tro",CARD_ISSUE,aug_1,"The cua tao bi loi, can ho tro",0
"Nạp tiền, tk chưa nhận được, bực quá",TRANSACTION,seed,"Nạp tiền, tk chưa nhận được, bực quá",2
"Lỗi FaceID, k dc đăng nhập, bực quá",APP_LOGIN,seed,"Lỗi FaceID, k dc đăng nhập, bực quá",1
"Toang hết, tk bị hack",FRAUD_REPORT,seed,"Toang hết, tk bị hack",4
Sổ tiết kiệm online lỏ ko rút dc tiền,LOAN_SAVING,aug_1,Sổ tiết kiệm online lỏ ko rút dc tiền,3
"Huhu, thông tin card ko an toàn",FRAUD_REPORT,aug_1,"Huhu, thông tin card ko an toàn",4
"Hoi buc, otp khong gui đen",APP_LOGIN,aug_2,"Hoi buc, otp khong gui đen",1
"Huhu, đổi điện thoại mới nhưng quên mật khẩu ngân hàng",APP_LOGIN,seed,"Huhu, đổi điện thoại mới nhưng quên mật khẩu ngân hàng",1
"Tk bị hack, làm sao lấy lại dc, huhu",FRAUD_REPORT,seed,"Tk bị hack, làm sao lấy lại dc, huhu",4
"Alo ad ơi, thẻ bị lag giao dịch, dc hỗ trợ giúp vs",TRANSACTION,aug_2,"Alo ad ơi, thẻ bị lag giao dịch, dc hỗ trợ giúp vs",2
"Tk bị lỗi, mã OTP ko về",APP_LOGIN,seed,"Tk bị lỗi, mã OTP ko về",1
Sao app ngân hàng FaceID lại lỗi thế?,APP_LOGIN,seed,Sao app ngân hàng FaceID lại lỗi thế?,1
"Tk bi loi toang, vao tk ko dc",FRAUD_REPORT,aug_2,"Tk bi loi toang, vao tk ko dc",4
"Quên mã pin, dc lấy lại mk ko?",CARD_ISSUE,seed,"Quên mã pin, dc lấy lại mk ko?",0
"Thẻ tk bị khóa, ko biết làm sao",TRANSACTION,seed,"Thẻ tk bị khóa, ko biết làm sao",2
"Sổ tiết kiệm online, k dc, muốn tất toán, gấp lắm",LOAN_SAVING,seed,"Sổ tiết kiệm online, k dc, muốn tất toán, gấp lắm",3
"App ngan hang bi hu, can ho tro gap lam",APP_LOGIN,aug_2,"App ngan hang bi hu, can ho tro gap lam",1
"Thẻ atm bị toang, sao kê lương 3 tháng ko ăn",LOAN_SAVING,seed,"Thẻ atm bị toang, sao kê lương 3 tháng ko ăn",3
"Alo ad oi, sao ke luong 3 thang gan nhat",LOAN_SAVING,aug_1,"Alo ad oi, sao ke luong 3 thang gan nhat",3
"K dc, thẻ bị trừ phí mà ko bik lý do",TRANSACTION,seed,"K dc, thẻ bị trừ phí mà ko bik lý do",2
"The cua to bi k dc giao dich, buc qua",OTHERS,aug_2,"The cua to bi k dc giao dich, buc qua",5
"Chuyển tiền qua ứng dụng bị lỗi, cần hỗ trợ",TRANSACTION,seed,"Chuyển tiền qua ứng dụng bị lỗi, cần hỗ trợ",2
"Tạo tk mới, mã OTP ko về, gấp lắm",APP_LOGIN,seed,"Tạo tk mới, mã OTP ko về, gấp lắm",1
"Alo ad ơi, FaceID lỗi, cần giúp gấp lắm",APP_LOGIN,seed,"Alo ad ơi, FaceID lỗi, cần giúp gấp lắm",1
card bị lag alo hỗ trợ vs,CARD_ISSUE,aug_1,card bị lag alo hỗ trợ vs,0
"Alo ad, the bi khoa vi nhap sai mk",CARD_ISSUE,aug_2,"Alo ad, the bi khoa vi nhap sai mk",0
Napas 24/7 lag quá k biết làm sao,TRANSACTION,aug_1,Napas 24 7 lag quá k biết làm sao,2
"Gap lam, can chuyen tien nhung the bi toang",TRANSACTION,aug_1,"Gap lam, can chuyen tien nhung the bi toang",2
Thẻ atm lỗi cần hỗ trợ gấp,CARD_ISSUE,seed,Thẻ atm lỗi cần hỗ trợ gấp,0
Sao ke luong 3 thang lam sao dc?,LOAN_SAVING,aug_1,Sao ke luong 3 thang lam sao dc?,3
"Sổ tiết kiệm bị lag muốn đổi tk mới, dc ko",LOAN_SAVING,aug_2,"Sổ tiết kiệm bị lag muốn đổi tk mới, dc ko",3
"Gấp lắm, chuyển lúa bị lỏ dc giúp",TRANSACTION,aug_2,"Gấp lắm, chuyển lúa bị lỏ dc giúp",2
"card bị khóa vì nhập sai quá 3 lần, hư rồi",CARD_ISSUE,aug_1,"card bị khóa vì nhập sai quá 3 lần, hư rồi",0
"Chuyển tiền bị lỗi, tk bị khóa, cần mở lại",TRANSACTION,seed,"Chuyển tiền bị lỗi, tk bị khóa, cần mở lại",2
"Thẻ bị lỗi, ko vào thẻ, cần hỗ trợ gấp",CARD_ISSUE,seed,"Thẻ bị lỗi, ko vào thẻ, cần hỗ trợ gấp",0
"Alo ad oi, co nguoi goi đien gia danh cong an, bao toi bi đieu tra, phai gui tien đe tranh bi phat",FRAUD_REPORT,aug_2,"Alo ad oi, co nguoi goi đien gia danh cong an, bao toi bi đieu tra, phai gui tien đe tranh bi phat",4
"card của mình bị ngỏm hết mức, giao dịch bug hoài",OTHERS,aug_2,"card của mình bị ngỏm hết mức, giao dịch bug hoài",5
Làm thế nào để biết mình dc vay bao nhiêu?,LOAN_SAVING,seed,Làm thế nào để biết mình dc vay bao nhiêu?,3
"Gặp lỗi khi sao kê lương, alo ad giúp",LOAN_SAVING,seed,"Gặp lỗi khi sao kê lương, alo ad giúp",3
"Chuyển nhầm tk rồi, làm sao giờ?",TRANSACTION,seed,"Chuyển nhầm tk rồi, làm sao giờ?",2
"Thẻ của mình chip ko ăn, làm sao bây giờ",CARD_ISSUE,seed,"Thẻ của mình chip ko ăn, làm sao bây giờ",0
"card bị trầy, ko quẹt dc, bực quá",CARD_ISSUE,aug_2,"card bị trầy, ko quẹt dc, bực quá",0
"FaceID ko nhan dien dc, can ho tro alo",APP_LOGIN,aug_2,"FaceID ko nhan dien dc, can ho tro alo",1
"The moi chua nhan, buc qua",CARD_ISSUE,aug_2,"The moi chua nhan, buc qua",0
Đổi tk mới vì tk cũ nhấn vào link lạ,FRAUD_REPORT,seed,Đổi tk mới vì tk cũ nhấn vào link lạ,4
Vay tin chap qua luong co uu đai gi ko?,LOAN_SAVING,aug_1,Vay tin chap qua luong co uu đai gi ko?,3
"Ko nhận đc mã OTP, ứng dụng bị lỏ",APP_LOGIN,aug_2,"Ko nhận đc mã OTP, ứng dụng bị lỏ",1
"Add ơi, app ngân hàng tôi bị lag, cần giúp",APP_LOGIN,seed,"Add ơi, app ngân hàng tôi bị lag, cần giúp",1
"Mở thẻ online từ hôm trước vẫn chưa nhận được, huhu",CARD_ISSUE,seed,"Mở thẻ online từ hôm trước vẫn chưa nhận được, huhu",0
Tk e bị hack dc hỗ trợ sao ạ,FRAUD_REPORT,seed,Tk e bị hack dc hỗ trợ sao ạ,4
"Tu nhien app ngan hang no toang roi, 修 lai cho toi dc khong?",APP_LOGIN,aug_1,"Tu nhien app ngan hang no toang roi, 修 lai cho toi dc khong?",1
"Chuyển money bị treo rồi, ko đến đâu cả",TRANSACTION,aug_2,"Chuyển money bị treo rồi, ko đến đâu cả",2
"tk bi loi, ko gui dc, can giup gap lam",OTHERS,aug_1,"tk bi loi, ko gui dc, can giup gap lam",5
"Lỗi bảo mật thẻ tín dụng, cần hỗ trợ để fix",FRAUD_REPORT,seed,"Lỗi bảo mật thẻ tín dụng, cần hỗ trợ để fix",4
"Giả mạo công an gọi điện cho tao, cần hỗ trợ gấp lắm",FRAUD_REPORT,seed,"Giả mạo công an gọi điện cho tao, cần hỗ trợ gấp lắm",4
"Huhu, vừa bị lừa đảo qua link lạ, cần hỗ trợ gấp lắm",FRAUD_REPORT,seed,"Huhu, vừa bị lừa đảo qua link lạ, cần hỗ trợ gấp lắm",4
"Lỡ ấn vào link lạ, sợ mất xèng",FRAUD_REPORT,aug_2,"Lỡ ấn vào link lạ, sợ mất xèng",4
Chuyen tien roi ma nguoi nhan bao chua co tien huhu,TRANSACTION,aug_1,Chuyen tien roi ma nguoi nhan bao chua co tien huhu,2
"Thẻ bị lỗi, alo hỗ trợ giúp với",TRANSACTION,seed,"Thẻ bị lỗi, alo hỗ trợ giúp với",2
"Gấp lắm, cần hỗ trợ tk bị lỏ",FRAUD_REPORT,aug_2,"Gấp lắm, cần hỗ trợ tk bị lỏ",4
"The chip bi hong, can đoi moi ngay",CARD_ISSUE,aug_1,"The chip bi hong, can đoi moi ngay",0
"Gap lam, vua bi goi đien gia mao cong an",FRAUD_REPORT,aug_2,"Gap lam, vua bi goi đien gia mao cong an",4
"Tk bị trừ tiền, vì nhấn vào link lạ, dc hỗ trợ?",FRAUD_REPORT,seed,"Tk bị trừ tiền, vì nhấn vào link lạ, dc hỗ trợ?",4
"Tk bị toang, k dc chuyển tiền",TRANSACTION,seed,"Tk bị toang, k dc chuyển tiền",2
"Thẻ atm bị giả mạo, có người gọi điện giả danh công an nói tôi phải gửi xèng ngay",FRAUD_REPORT,aug_1,"Thẻ atm bị giả mạo, có người gọi điện giả danh công an nói tôi phải gửi xèng ngay",4
"card ko quẹt chip dc, cần hỗ trợ gấp lắm",CARD_ISSUE,aug_1,"card ko quẹt chip dc, cần hỗ trợ gấp lắm",0
Tỷ giá đô la hôm nay bao nhiêu?,OTHERS,seed,Tỷ giá đô la hôm nay bao nhiêu?,5
"Thẻ bị lỗi, k dc sử dụng, alo hỗ trợ",CARD_ISSUE,seed,"Thẻ bị lỗi, k dc sử dụng, alo hỗ trợ",0
"The bi ket tai may, can ho tro",CARD_ISSUE,aug_2,"The bi ket tai may, can ho tro",0
"Tk bị lỗi, khóa tk rồi, làm sao mở lại?",APP_LOGIN,seed,"Tk bị lỗi, khóa tk rồi, làm sao mở lại?",1
Gọi điện nói tao bị toang tiền trong thẻ,FRAUD_REPORT,seed,Gọi điện nói tao bị toang tiền trong thẻ,4
"Tk luong ko dc, can sao ke gap lam",LOAN_SAVING,aug_2,"Tk luong ko dc, can sao ke gap lam",3
"Thẻ atm bị k dc, t cần hỗ trợ",CARD_ISSUE,seed,"Thẻ atm bị k dc, t cần hỗ trợ",0
"Đien thoai moi, app loi, can đang nhap lai gap",APP_LOGIN,aug_2,"Đien thoai moi, app loi, can đang nhap lai gap",1
"The bi lo, can thay the moi",FRAUD_REPORT,aug_2,"The bi lo, can thay the moi",4
"Tat toan so online, ngom qua, alo ad oi",LOAN_SAVING,aug_1,"Tat toan so online, ngom qua, alo ad oi",3
"Thẻ tín dụng bị lỗi, k dc thanh toán, huhu",FRAUD_REPORT,seed,"Thẻ tín dụng bị lỗi, k dc thanh toán, huhu",4
"Tk bị hack, đổi mk mới",FRAUD_REPORT,seed,"Tk bị hack, đổi mk mới",4
"The ko an roi, đem đi sua dc khong?",CARD_ISSUE,aug_1,"The ko an roi, đem đi sua dc khong?",0
"Tk lương ko ăn, cần sao kê để kiểm tra",LOAN_SAVING,seed,"Tk lương ko ăn, cần sao kê để kiểm tra",3
"Tk bị khóa, bực quá, mở lại giúp",APP_LOGIN,seed,"Tk bị khóa, bực quá, mở lại giúp",1
"Faceid lỗi, cần sửa gấp, alo ad ơi",APP_LOGIN,seed,"Faceid lỗi, cần sửa gấp, alo ad ơi",1
"Goi đien spam quang cao bao hiem qua gap lam, block so no đi",OTHERS,aug_1,"Goi đien spam quang cao bao hiem qua gap lam, block so no đi",5
Tk online bị lỗi thì làm sao ad ơi,TRANSACTION,seed,Tk online bị lỗi thì làm sao ad ơi,2
"Tk bi block, chuyen tien ko dc, alo ad",TRANSACTION,aug_2,"Tk bi block, chuyen tien ko dc, alo ad",2
"Chuyen tien bi loi, tk roi",TRANSACTION,aug_2,"Chuyen tien bi loi, tk roi",2
Gui tiet kiem co can mo tai khoan khong?,LOAN_SAVING,aug_1,Gui tiet kiem co can mo tai khoan khong?,3
The ngan hang tren app ko an,APP_LOGIN,aug_1,The ngan hang tren app ko an,1
"Bị lỗi sao kê lương, cần hỗ trợ gấp",LOAN_SAVING,seed,"Bị lỗi sao kê lương, cần hỗ trợ gấp",3
"Bi tru phi giao dich vo ly, giai thich giup",TRANSACTION,aug_2,"Bi tru phi giao dich vo ly, giai thich giup",2
Giả mạo công an gọi cho e yêu cầu e chuyển tiền gấp lắm,FRAUD_REPORT,seed,Giả mạo công an gọi cho e yêu cầu e chuyển tiền gấp lắm,4
"Tk bao chua co tien, k dc, can giup đo gap",TRANSACTION,aug_2,"Tk bao chua co tien, k dc, can giup đo gap",2
"Hư rồi, otp ko gửi về đc",APP_LOGIN,aug_1,"Hư rồi, otp ko gửi về đc",1
"FaceID ko nhận diện, bực quá ad ơi",APP_LOGIN,seed,"FaceID ko nhận diện, bực quá ad ơi",1
"Tk online ko vào dc, cần hỗ trợ",OTHERS,seed,"Tk online ko vào dc, cần hỗ trợ",5
"Lỗi chip, chuyển tiền cho anh chưa vào",TRANSACTION,seed,"Lỗi chip, chuyển tiền cho anh chưa vào",2
"Bị lỗi tk, gửi tiết kiệm online ko dc",LOAN_SAVING,seed,"Bị lỗi tk, gửi tiết kiệm online ko dc",3
"Thủ tục vay tín chấp qua lương, dc hướng dẫn chi tiết ko",LOAN_SAVING,aug_2,"Thủ tục vay tín chấp qua lương, dc hướng dẫn chi tiết ko",3
Thẻ ko quẹt dc cần hỗ trợ,CARD_ISSUE,seed,Thẻ ko quẹt dc cần hỗ trợ,0
"Gấp lắm, thẻ của mình bị hỏng",OTHERS,seed,"Gấp lắm, thẻ của mình bị hỏng",5
"Loi faceid, can ho tro gap lam",APP_LOGIN,aug_1,"Loi faceid, can ho tro gap lam",1
Sao khong nhan đc tin nhan otp,OTHERS,aug_1,Sao khong nhan đc tin nhan otp,5
"Đăng nhập ngân hàng bằng FaceID ko dc, add ơi",APP_LOGIN,seed,"Đăng nhập ngân hàng bằng FaceID ko dc, add ơi",1
"Thẻ bị kẹt atm, cần hỗ trợ ngay vs",CARD_ISSUE,seed,"Thẻ bị kẹt atm, cần hỗ trợ ngay vs",0
"Ko ăn hết, sao kê lương bị lỗi, fix giúp",LOAN_SAVING,seed,"Ko ăn hết, sao kê lương bị lỗi, fix giúp",3
"Thẻ atm của tui bị khóa, toang vl, cần hỗ trợ gấp",CARD_ISSUE,seed,"Thẻ atm của tui bị khóa, toang vl, cần hỗ trợ gấp",0
"Rut tien bi loi, can xu ly gap",OTHERS,aug_1,"Rut tien bi loi, can xu ly gap",5
"Tk bi loi, ko vao dc",OTHERS,aug_2,"Tk bi loi, ko vao dc",5
"card atm bị toang, cần sửa lại, dc ko",OTHERS,aug_1,"card atm bị toang, cần sửa lại, dc ko",5
"Đang nhap bang FaceID ko dc, can ho tro",APP_LOGIN,aug_1,"Đang nhap bang FaceID ko dc, can ho tro",1
Chuyển tiền bị treo tiền chưa đến huhu,TRANSACTION,seed,Chuyển tiền bị treo tiền chưa đến huhu,2
"Thẻ bị lỗi, cần hỗ trợ gấp",OTHERS,seed,"Thẻ bị lỗi, cần hỗ trợ gấp",5
Sao app ngan hang FaceID lai loi the?,APP_LOGIN,aug_2,Sao app ngan hang FaceID lai loi the?,1
"Làm gì khi bị lừa đảo qua mạng, huhu",FRAUD_REPORT,seed,"Làm gì khi bị lừa đảo qua mạng, huhu",4
"Alo ad ơi, gửi 100tr tiết kiệm dc bao nhiêu lãi 1 năm?",LOAN_SAVING,aug_1,"Alo ad ơi, gửi 100tr tiết kiệm dc bao nhiêu lãi 1 năm?",3
"Thẻ bị hỏng, cần hỗ trợ đổi thẻ mới",TRANSACTION,seed,"Thẻ bị hỏng, cần hỗ trợ đổi thẻ mới",2
"Tỷ giá đô la hôm nay toang, ko biết làm sao",OTHERS,seed,"Tỷ giá đô la hôm nay toang, ko biết làm sao",5
"K dc sao ke luong 3 thang qua phone, huong dan lai add",LOAN_SAVING,aug_1,"K dc sao ke luong 3 thang qua phone, huong dan lai add",3
"Sao thẻ bị từ chối, có lag gì không?",TRANSACTION,aug_2,"Sao thẻ bị từ chối, có lag gì không?",2
"Ko dc, chuyển money bị treo, add ơi",TRANSACTION,aug_2,"Ko dc, chuyển money bị treo, add ơi",2
"Ma OTP khong nhan đuoc, lam gi bay gio huhu",APP_LOGIN,aug_1,"Ma OTP khong nhan đuoc, lam gi bay gio huhu",1
"Cứ gọi điện quảng cáo, k giải quyết vấn đề",OTHERS,seed,"Cứ gọi điện quảng cáo, k giải quyết vấn đề",5
"Tk bị lỗi, ko vào dc",OTHERS,seed,"Tk bị lỗi, ko vào dc",5
"Thẻ bị kẹt trong máy ATM, bực quá",CARD_ISSUE,seed,"Thẻ bị kẹt trong máy ATM, bực quá",0
"Bi khoa the vi nhap sai, can giup đo gap lam",CARD_ISSUE,aug_2,"Bi khoa the vi nhap sai, can giup đo gap lam",0
